,tweet_id,tweet_body,retweet_count,reply_count,like_count,quote_count,view_count,bookmark_count,date,clean_text,text_sentiment,final_sentiment_score,Open,Close,Volume,pct_change
10,1668843112955891712,Bold,49375,18263,334997,2189.0,127858792.0,6344,2023-06-14,bold,0.3818,0.6545963046182501,-1.29915236513271,260.1700134277344,1686700800000000000,-20126.13553346822
11,1668829554448777216,Why ESG is the devil …,21620,7906,132452,1266.0,36738967.0,2296,2023-06-14,why esg is the devil,-0.6597,-0.1016997774360518,-1.29915236513271,260.1700134277344,1686700800000000000,-20126.13553346822
12,1667309340007735296,Big difference,5494,2848,53264,181.0,18705375.0,192,2023-06-09,big difference,0.0,0.3309439334950242,-1.874980242665392,249.07000732421875,1686268800000000000,-13383.873699391703
13,1666945495334256642,"It’d be great to have @maddow, @donlemon &amp; others on the left put their shows on this platform. No exclusivity or legal docs required!

You will receive our full support. The digital town square is for all.",27520,14726,203201,1487.0,38503913.0,1988,2023-06-08,itd be great to have amp others on the left put their shows on this platform no exclusivity or legal docs required you will receive our full support the digital town square is for all,0.7269,0.8813364126924979,4.745339100759059,224.22000122070312,1686182400000000000,4625.0575029472
14,1666914689496891394,Great to work with you!,9353,5280,97795,614.0,22849927.0,297,2023-06-08,great to work with you,0.6249,0.7864957066885314,4.745339100759059,224.22000122070312,1686182400000000000,4625.0575029472
15,1666232126172176384,Would be great to have shows from all parts of the political spectrum on this platform!,39371,24851,305987,2513.0,51577930.0,3985,2023-06-06,would be great to have shows from all parts of the political spectrum on this platform,0.6249,0.8222877238618748,2.3919673283726723,216.13999938964844,1686009600000000000,8936.076572864187
16,1664609193230204929,Every parent should watch this,130691,26145,479104,9652.0,97793680.0,45950,2023-06-02,every parent should watch this,0.0,0.4013377365975624,1.8177527647706617,210.1499938964844,1685664000000000000,11460.977816639335
17,1664187538330775552,38 astronauts to orbit so far!,10191,8097,105355,678.0,25107678.0,334,2023-06-01,38 astronauts to orbit so far,0.0,0.3519189075896448,2.433490312299389,202.58999633789065,1685577600000000000,8225.079221148191
18,1662193436684951556,"Lot of noise about @RonDeSantis announcing &amp; discussing his Presidential bid on this platform. 

But you what isn’t noise? Setting an all-time record for fundraising!

Worth considering for announcements in general.",8033,15346,73998,2183.0,32018525.0,592,2023-05-26,lot of noise about announcing amp discussing his presidential bid on this platform but you what isnt noise setting an alltime record for fundraising worth considering for announcements in general,0.3291,0.5756257740187662,4.631135997122468,184.6199951171875,1685059200000000000,3886.494787281137
19,1661897511337082880,Congratulations Neuralink team!,11187,9969,108889,1638.0,29273966.0,778,2023-05-26,congratulations neuralink team,0.5994,0.7732248117636076,4.631135997122468,184.6199951171875,1685059200000000000,3886.494787281137
20,1661525947022180352,🇺🇸🇺🇸 Untamed Free Speech FTW 🇺🇸🇺🇸,9385,6224,84573,529.0,18231889.0,275,2023-05-25,untamed free speech ftw,0.743,0.8657006071233828,-1.1096773560265636,186.5399932861328,1684972800000000000,-16910.291051993623
21,1661059564593201184,And works almost everywhere on Earth with global roaming enabled!,9575,6956,81396,577.0,24216979.0,579,2023-05-23,and works almost everywhere on earth with global roaming enabled,0.0,0.3449358776187954,-0.23093054931725,186.1999969482422,1684800000000000000,-80730.30097089605
22,1659602548360351744,One hell of a plasma beam!,18679,12903,229293,1174.0,41738695.0,2572,2023-05-19,one hell of a plasma beam,-0.6808,-0.1022712818730905,1.6763567485455404,177.1699981689453,1684454400000000000,10468.752643055455
23,1659256261068595201,Walter is incredibly thorough in his research. Highly recommend his other books!,2596,2167,27180,175.0,11262159.0,358,2023-05-18,walter is incredibly thorough in his research highly recommend his other books,0.4201,0.605386091029772,1.532543996233211,174.22000122070312,1684368000000000000,11268.026082703835
24,1659255118196355073,Was the Internet Archive manipulated for nepotistic reasons?,1739,1108,10914,178.0,4614135.0,260,2023-05-18,was the internet archive manipulated for nepotistic reasons,-0.3818,0.0190155305294354,1.532543996233211,174.22000122070312,1684368000000000000,11268.026082703835
25,1658918251861082120,"Love to see Starlink providing great connectivity to those who had little or nothing before. 

As soon as you can access the Internet, you can learn almost anything, so it’s absolutely essential for education.

@khanacademy being a great example.",9247,6894,82692,696.0,20595781.0,409,2023-05-17,love to see starlink providing great connectivity to those who had little or nothing before as soon as you can access the internet you can learn almost anything so its absolutely essential for education being a great example,0.9246,0.9924664315572032,3.236147989864562,168.41000366210938,1684281600000000000,5104.0266449359015
26,1658564606984441859,Tesla shareholder meeting underway,4033,3153,42667,246.0,15528419.0,306,2023-05-16,tesla shareholder meeting underway,0.0,0.3246532886121887,0.52521002597817,165.64999389648438,1684195200000000000,31439.76232421913
27,1658525853934813201,"As more satellites &amp; ground stations are added, latency &amp; jitter will improve. Goal is &lt;20ms latency.",4050,3480,39480,258.0,15027598.0,173,2023-05-16,as more satellites amp ground stations are added latency amp jitter will improve goal is lt20ms latency,0.4404,0.6311882990549063,0.52521002597817,165.64999389648438,1684195200000000000,31439.76232421913
28,1658284090691338241,"Tesla Powerwall does the seem for individual homes (if you have the backup switch installed)
https://t.co/mY2WHe1KE1",5199,3258,39552,265.0,21682050.0,343,2023-05-16,tesla powerwall does the seem for individual homes if you have the backup switch installed,0.0,0.3235400732189014,0.52521002597817,165.64999389648438,1684195200000000000,31439.76232421913
29,1656720044666281984,"Super easy to use Starlink out of the box, no professional installer needed!",4662,4776,41832,346.0,12637637.0,285,2023-05-11,super easy to use starlink out of the box no professional installer needed,0.6808,0.8021081906372449,2.0035595399859423,168.6999969482422,1683763200000000000,8320.014158871758
30,1656692047791919105,Thanks Dave!,3141,3566,37620,240.0,11883662.0,169,2023-05-11,thanks dave,0.4404,0.6294231417510195,2.0035595399859423,168.6999969482422,1683763200000000000,8320.014158871758
31,1656142626754822144,Congratulations Tesla Texas Team!!,4199,2490,58690,206.0,12689171.0,105,2023-05-10,congratulations tesla texas team,0.5994,0.7523135261256567,-2.3239696868751514,172.5500030517578,1683676800000000000,-7524.79577191781
32,1656079504778092544,"On this platform, unlike the one-way street of broadcast, people are able to interact, critique and refute whatever is said. 

And, of course, anything misleading will get @CommunityNotes. 

I also want to be clear that we have not signed a deal of any kind whatsoever. Tucker is",36348,14509,284376,2532.0,54887309.0,4401,2023-05-09,on this platform unlike the oneway street of broadcast people are able to interact critique and refute whatever is said and of course anything misleading will get i also want to be clear that we have not signed a deal of any kind whatsoever tucker is,0.5574,0.7720832588105164,0.11837641423779165,168.9499969482422,1683590400000000000,142622.68511940187
33,1655967673107337216,WhatsApp cannot be trusted,43017,19400,254646,4228.0,94197059.0,6906,2023-05-09,whatsapp cannot be trusted,-0.3724,0.1197231693783661,0.11837641423779165,168.9499969482422,1683590400000000000,142622.68511940187
34,1655661734244261891,Livestream starting soon,1754,1719,20426,103.0,9055677.0,82,2023-05-08,livestream starting soon,0.0,0.302578023045547,-1.1109877509834505,173.72000122070312,1683504000000000000,-15736.53614244851
35,1653420591607607297,Sunset in space,7358,4750,83915,383.0,14904611.0,681,2023-05-02,sunset in space,0.0,0.3442900227621073,-0.9698587082174251,161.8800048828125,1682985600000000000,-16791.091548824024
36,1652048146195959809,"Content creators can now enable subscriptions to their text, pics &amp; video worldwide on this platform!",5578,3659,41025,690.0,17195991.0,788,2023-04-28,content creators can now enable subscriptions to their text pics amp video worldwide on this platform,0.0,0.3251597675452071,2.1193311320466637,160.89999389648438,1682640000000000000,7492.017663662654
37,1651602599345373186,"Anyone making materially false statements on this platform will get Community Noted, including you, me, Tucker, advertisers, head of state, etc. No exceptions. 

Convince the people and let the chips fall where they may. 

@CommunityNotes",13279,13504,112789,1734.0,41959272.0,1485,2023-04-27,anyone making materially false statements on this platform will get community noted including you me tucker advertisers head of state etc no exceptions convince the people and let the chips fall where they may,-0.0516,0.319640703222942,4.946280845091401,152.63999938964844,1682553600000000000,2985.9549663688344
38,1650614277244436480,"We’re rapidly improving transparency &amp; fairness on this platform, but there is still a lot of work to do",5823,5538,56337,598.0,13621227.0,287,2023-04-24,were rapidly improving transparency amp fairness on this platform but there is still a lot of work to do,0.2263,0.492358633621867,-1.2754272229410641,164.64999389648438,1682294400000000000,-13009.399371044523
39,1649039669190098947,10 minutes to launch,7814,5010,82545,778.0,23516054.0,301,2023-04-20,10 minutes to launch,0.0,0.3442093184990565,-1.9136984478679155,166.1699981689453,1681948800000000000,-8783.186128623252
40,1648902780038393856,All systems currently green for launch,14054,8274,152122,1327.0,33284843.0,471,2023-04-20,all systems currently green for launch,0.0,0.3623093134258566,-1.9136984478679155,166.1699981689453,1681948800000000000,-8783.186128623252
41,1647023634899169281,"Success maybe, excitement guaranteed!",13494,7640,153334,868.0,30867780.0,436,2023-04-14,success maybe excitement guaranteed,0.7845,0.911383953461418,0.5708089530728564,183.9499969482422,1681430400000000000,32126.19336259138
42,1646260326009303041,@NPR Hello?,1980,854,22161,87.0,3207340.0,74,2023-04-12,hello,0.0,0.303898368144545,-5.347599828708632,190.7400054931641,1681257600000000000,-3666.833936772435
43,1646187123077447680,This time with video &amp; better audio,48385,27550,300048,5365.0,40969888.0,7040,2023-04-12,this time with video amp better audio,0.4404,0.693824107359778,-5.347599828708632,190.7400054931641,1681257600000000000,-3666.833936772435
44,1646051952042680322,Penetrating deep &amp; hard with @BBC,20371,10988,158286,2821.0,28237896.0,3702,2023-04-12,penetrating deep amp hard with,-0.1027,0.2931403996832896,-5.347599828708632,190.7400054931641,1681257600000000000,-3666.833936772435
45,1644095821753856002,"Starship is stacked &amp; ready to launch next week, pending regulatory approval",8621,6096,79772,779.0,18185939.0,347,2023-04-06,starship is stacked amp ready to launch next week pending regulatory approval,0.6808,0.8204937924448616,1.081492084190694,183.0800018310547,1680739200000000000,16828.464341748535
46,1631042709141037056,…,2455,2166,25980,175.0,32594479.0,474,2023-03-01,,0.0,0.3100356881026747,-1.6682034476530307,206.2100067138672,1677628800000000000,-12461.202526225494
47,1624150045611401221,https://t.co/Q1VvqV5G0i,2814,3242,34400,210.0,16848207.0,134,2023-02-10,,0.0,0.31839516695205,-2.6405560256674687,202.22999572753903,1675987200000000000,-7758.6140858882245
48,1622773181013696512,rtfm,2135,1718,25253,165.0,8005375.0,76,2023-02-07,rtfm,0.0,0.3085316012009712,0.1934556315133051,196.42999267578125,1675728000000000000,101437.49008969613
49,1575972110945558528,Webcast link,1422,1460,15303,76.0,,66,2022-09-30,webcast link,0.0,0.2943773303152885,-0.3381528901460039,266.1499938964844,1664496000000000000,-78806.99960055614
50,1352757268626849797,Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to orbit for small companies!,4546,2844,66906,374.0,,120,2021-01-22,launching many small satellites for a wide range of customers tomorrow excited about offering lowcost access to orbit for small companies,0.34,0.5746254122859804,1.4778626758360753,278.10333251953125,1611273600000000000,18717.941414089713
51,1347366324826112001,Launch underway,4694,2779,78924,386.0,,168,2021-01-08,launch underway,0.0,0.3411353265558003,2.8060698177277104,285.3333435058594,1610064000000000000,10068.433504513285
52,1341914659411161088,12 story rocket turns off its engines &amp; does a controlled fall,7360,2834,89174,830.0,,543,2020-12-24,12 story rocket turns off its engines amp does a controlled fall,0.0,0.3454474046262954,2.9207271279596205,214.3300018310547,1608768000000000000,7238.241213268788
53,1336808486022258688,"Successful ascent, switchover to header tanks &amp; precise flap control to landing point!",8995,4784,97855,2674.0,,272,2020-12-09,successful ascent switchover to header tanks amp precise flap control to landing point,0.5859,0.7595298176052161,-7.528034164524054,217.89666748046875,1607472000000000000,-2994.4696944563466
54,1331420412387880962,"This is a life leader launch, so more risk than normal",1272,1237,27717,212.0,,89,2020-11-25,this is a life leader launch so more risk than normal,-0.3962,0.0323643987977449,4.352250170685616,183.35333251953125,1606262400000000000,4112.839917946339
55,1323288694955061257,Very close to actual expected flight!,2667,1076,42548,427.0,,281,2020-11-02,very close to actual expected flight,0.0,0.3225571863949034,1.6522829337447476,131.3333282470703,1604275200000000000,7848.598001276658
56,1313445121325580289,4th flight &amp; landing for this booster,2271,827,31337,119.0,,67,2020-10-06,4th flight amp landing for this booster,0.0,0.3135092260957648,-2.3148287169547435,141.26333618164062,1601942400000000000,-6202.53947287636
57,1313440040991694849,5 minutes from launch. Looks good so far.,2104,740,34765,154.0,,81,2020-10-06,5 minutes from launch looks good so far,0.4404,0.6244533464055722,-2.3148287169547435,141.26333618164062,1601942400000000000,-6202.53947287636
58,1301757211727757312,Model 3 rated as most reliable car,2069,1164,36383,179.0,,96,2020-09-04,model 3 rated as most reliable car,0.0,0.3177456505112775,3.850449098410947,134.27000427246094,1599177600000000000,3387.1258089835087
59,1301747460587560960,Turns out you can make anything fly haha,11906,3668,148949,944.0,,531,2020-09-04,turns out you can make anything fly haha,0.4588,0.6816559930488921,3.850449098410947,134.27000427246094,1599177600000000000,3387.1258089835087
60,1298494373278220290,"Live webcast of working @Neuralink device
Friday 3pm Pacific",7385,1909,39678,1536.0,,741,2020-08-26,live webcast of working device friday 3pm pacific,0.0,0.3248972045161897,4.522816353318904,137.3333282470703,1598400000000000000,2936.4559937591375
61,1296525166520840192,More fun games coming soon to ur Tesla,24746,3547,218198,2742.0,,1447,2020-08-20,more fun games coming soon to ur tesla,0.5563,0.7621944247955775,7.585939244240233,124.04533386230467,1597881600000000000,1535.2007295139942
62,1295210012122460167,Cybertruck option package,10989,4969,173334,1245.0,,604,2020-08-17,cybertruck option package,0.0,0.3647282078616601,9.459746073557476,111.8000030517578,1597622400000000000,1081.8499374340372
63,1295177746012950536,Some big milestones coming up,1975,585,33645,95.0,,82,2020-08-17,some big milestones coming up,0.0,0.3149880170424859,9.459746073557476,111.8000030517578,1597622400000000000,1081.8499374340372
64,1294403633086226433,Great mission patch design!,1135,622,22831,80.0,,81,2020-08-14,great mission patch design,0.6249,0.7408290802091702,-0.8576659205624065,110.99933624267578,1597363200000000000,-13042.02481193248
65,1291784200178159616,Good piece on Giga Berlin construction,1012,1151,19467,93.0,,91,2020-08-07,good piece on giga berlin construction,0.4404,0.6078651875746421,-3.1229518330664914,99.96932983398438,1596758400000000000,-3301.1166094682417
66,1666498907986092046,💕,7968,4888,52565,328.0,16688710.0,303,2023-06-07,,0.0,0.3328084485012003,-1.504382752535636,228.0,1686096000000000000,-15255.717493816397
67,1664610007369875458,Insane,27461,13642,152304,1660.0,30411201.0,1749,2023-06-02,insane,-0.4019,0.0841031048411988,1.8177527647706617,210.1499938964844,1685664000000000000,11460.977816639335
68,1659367834919612417,🤯🤯,12558,3545,66028,347.0,16288372.0,909,2023-05-19,,0.0,0.339608969833981,1.6763567485455404,177.1699981689453,1684454400000000000,10468.752643055455
69,1656916330484752384,Wow,14343,10330,77844,1005.0,31974626.0,1048,2023-05-12,wow,0.5859,0.7565564726766625,-4.594769841624748,176.07000732421875,1683849600000000000,-3931.9657652745227
70,1573144936756965376,Starlink connecting schools in the Amazon,11012,10034,119095,1110.0,,370,2022-09-23,starlink connecting schools in the amazon,0.1779,0.4802790242460144,-2.741181202448004,283.0899963378906,1663891200000000000,-10427.299635831369
71,1569744148881866758,Anyone know who the secret clients are? Let’s out them on Twitter rn haha.,1668,1243,17445,100.0,,93,2022-09-13,anyone know who the secret clients are lets out them on twitter rn haha,0.4588,0.6189424120356628,-0.2628846123991391,292.8999938964844,1663027200000000000,-111517.70194284813
72,1564993132873146368,Now launching every ~5 days,4201,4069,54563,485.0,,156,2022-08-31,now launching every 5 days,0.0,0.3316782216321526,-1.7853359891667056,280.6199951171875,1661904000000000000,-15818.049533531506
73,1564744331554131971,Kickass Internet connection coming Royal Caribbean ships soon!,4253,3213,60405,391.0,,282,2022-08-30,kickass internet connection coming royal caribbean ships soon,0.0,0.3339336951329819,-3.5328388101080854,287.8699951171875,1661817600000000000,-8248.404458577046
74,1562935219644235776,Livestream of big news in about an hour,2061,2067,23881,189.0,,58,2022-08-25,livestream of big news in about an hour,0.0,0.3074112538591362,-2.0802944609321283,302.3599853515625,1661385600000000000,-14634.480143550567
75,1562477813613047811,This is something special,3611,3858,38733,351.0,,116,2022-08-24,this is something special,0.4019,0.6037810462436601,-0.1568218424489683,297.5633239746094,1661299200000000000,-189846.0961609605
76,1557199901737373696,Quite the day,2061,1859,29720,125.0,,96,2022-08-10,quite the day,0.0,0.3128162897411141,-0.9122604946374571,297.0666809082031,1660089600000000000,-32663.799775880994
77,1554335028313718784,Worth reading. This is a close match for my philosophy.,4165,4412,42069,397.0,,2934,2022-08-02,worth reading this is a close match for my philosophy,0.2263,0.483623298545616,2.2392071498347343,294.0033264160156,1659398400000000000,13029.795804631773
78,1554230257997209601,Still time to vote!,1746,2741,24344,151.0,,41,2022-08-01,still time to vote,0.0,0.3082339419055685,-1.327683278171891,301.27667236328125,1659312000000000000,-22791.90832757298
79,1551557938573189120,"Single-piece casting reduces weight, greatly simplifies factory, increases ride quality &amp; reduces road noise",5101,4131,65740,433.0,,546,2022-07-25,singlepiece casting reduces weight greatly simplifies factory increases ride quality amp reduces road noise,0.0,0.3369192637928068,-1.389832461808279,272.2166748046875,1658707200000000000,-19686.294196245257
80,1550556341827211265,Congrats to SpaceX team on record number of launches!,2457,1839,41987,148.0,,40,2022-07-22,congrats to spacex team on record number of launches,0.5719,0.7227023246705173,-1.4396691170662115,276.2200012207031,1658448000000000000,-19286.353165898992
81,1549447559713890306,One of the best features of Model X,6366,9532,97706,1011.0,,617,2022-07-19,one of the best features of model x,0.6369,0.7953102806871963,0.21632603236607142,245.0,1658188800000000000,113154.97783151954
82,1549288086944845825,Please vote your shares with Tesla!,2457,3201,30709,228.0,,66,2022-07-19,please vote your shares with tesla,0.5423,0.6948408267139827,0.21632603236607142,245.0,1658188800000000000,113154.97783151954
83,1547743421581864963,Dragon launching in 2 mins,3254,3104,45437,301.0,,101,2022-07-15,dragon launching in 2 mins,0.0,0.3258258793352904,0.027777353922537884,240.0,1657843200000000000,863913.1837945504
84,1546367753870770177,These polar launches will enable complete coverage of Earth (where approved by local government),4009,3427,50324,377.0,,180,2022-07-11,these polar launches will enable complete coverage of earth where approved by local government,0.4215,0.6241672432138914,-7.0447281792516625,252.10333251953125,1657497600000000000,-3678.609793093696
85,1545150462214623232,Starlink for boats!,6651,5637,93487,584.0,,363,2022-07-07,starlink for boats,0.0,0.3472375453607086,4.5414401826044974,233.9199981689453,1657152000000000000,5050.788929576809
86,1880388456955932894,Starlink now available in 120 countries,11040,7719,89121,585.0,23271674.0,1003,2025-01-17,starlink now available in 120 countries,0.0,0.3478257611639573,1.1862396204033214,421.5,1737072000000000000,35432.45
87,1880383923039137988,The mayor of LA prioritizes politics over helping people …,18533,5183,85677,501.0,21941737.0,1987,2025-01-17,the mayor of la prioritizes politics over helping people,0.296,0.5554184193035412,1.1862396204033214,421.5,1737072000000000000,35432.45
88,1880341792840905101,Amazing!,46310,7782,337225,1333.0,47446098.0,4860,2025-01-17,amazing,0.5859,0.7965502936679154,1.1862396204033214,421.5,1737072000000000000,35432.45
89,1880338254177923562,33 Raptor engines with enough thrust to lift a skyscraper off its foundations,14143,7103,135403,739.0,41982929.0,3226,2025-01-17,33 raptor engines with enough thrust to lift a skyscraper off its foundations,0.0,0.3589942718064494,1.1862396204033214,421.5,1737072000000000000,35432.45
90,1880285306353754575,Major and immediate action is needed to prevent America from going bankrupt,20888,10449,119739,1132.0,48010184.0,2314,2025-01-17,major and immediate action is needed to prevent america from going bankrupt,-0.5423,-0.0216197043385532,1.1862396204033214,421.5,1737072000000000000,35432.45
91,1880162891283984417,"To reiterate, the legacy news headlines are false. This fire has nothing to do with Tesla and our Megapacks are operating well.",15935,4272,73493,462.0,15680299.0,1334,2025-01-17,to reiterate the legacy news headlines are false this fire has nothing to do with tesla and our megapacks are operating well,-0.1655,0.2277334780626795,1.1862396204033214,421.5,1737072000000000000,35432.45
92,1880162305733976105,We’ve come a long way,17861,6341,231812,653.0,65486973.0,4015,2025-01-17,weve come a long way,0.0,0.3736661609986037,1.1862396204033214,421.5,1737072000000000000,35432.45
93,1880149311826371017,It’s harder than it looks,29756,12439,249869,1258.0,46267719.0,4075,2025-01-17,its harder than it looks,0.0,0.3776708900967916,1.1862396204033214,421.5,1737072000000000000,35432.45
94,1880148743204532679,A 12-year-old script kiddie could hack into Yellen’s computer. I doubt she knows how to reboot her WiFi router.,21099,9495,108073,953.0,19779191.0,2138,2025-01-17,a 12yearold script kiddie could hack into yellens computer i doubt she knows how to reboot her wifi router,-0.3612,0.1025606066338922,1.1862396204033214,421.5,1737072000000000000,35432.45
95,1880122011948839203,A common story,3233,1479,22430,89.0,14368762.0,319,2025-01-17,a common story,0.0,0.306364440941193,1.1862396204033214,421.5,1737072000000000000,35432.45
96,1880120374702272764,Atmospheric reentry speed is more than twice as fast as a bullet from an assault rifle and this is the largest flying object ever made,33025,10195,294103,1726.0,61739800.0,12600,2025-01-17,atmospheric reentry speed is more than twice as fast as a bullet from an assault rifle and this is the largest flying object ever made,-0.5859,-0.0281129139566402,1.1862396204033214,421.5,1737072000000000000,35432.45
97,1880114193078350193,Slavery was almost everywhere and still exists in some parts of the world,13422,9747,73839,1195.0,23825650.0,4741,2025-01-17,slavery was almost everywhere and still exists in some parts of the world,-0.7003,-0.1453659331986838,1.1862396204033214,421.5,1737072000000000000,35432.45
98,1880112220551647335,Starship is the first rocket design where success in making life multiplanetary is in the set of possible outcomes,8386,3417,63762,309.0,11801940.0,1203,2025-01-17,starship is the first rocket design where success in making life multiplanetary is in the set of possible outcomes,0.5719,0.737435275850854,1.1862396204033214,421.5,1737072000000000000,35432.45
99,1880063684837535879,Thanks 🚀✨,3508,1819,39200,66.0,16153900.0,381,2025-01-17,thanks,0.4404,0.6294406379943094,1.1862396204033214,421.5,1737072000000000000,35432.45
100,1880063488489668867,"Maybe she clicked on the “send me 1 btc, I send you 2btc” email 😂",12495,6621,126346,1007.0,53011688.0,2669,2025-01-17,maybe she clicked on the send me 1 btc i send you 2btc email,0.0,0.3568372772493706,1.1862396204033214,421.5,1737072000000000000,35432.45
101,1880056422689566756,"Entitlements fraud is &gt;10%, maybe &gt;20%",22357,6028,83207,721.0,19919961.0,2130,2025-01-17,entitlements fraud is gt10 maybe gt20,-0.5859,-0.0612583860291184,1.1862396204033214,421.5,1737072000000000000,35432.45
102,1880010957696692704,Indeed,9183,1876,57906,161.0,27608382.0,1059,2025-01-16,indeed,0.0,0.3343110201449492,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
103,1879960249769357757,The New York Times is evil propaganda,20102,5752,137686,782.0,56159370.0,2124,2025-01-16,the new york times is evil propaganda,-0.7506,-0.1651323215383462,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
104,1879958967956484212,Sick burn by Bessent 🔥🔥🤣🤣,11121,6319,75434,479.0,16911326.0,2373,2025-01-16,sick burn by bessent,-0.5106,-0.0140953800737095,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
105,1879956005922193458,"Wow, a lot has happened in 21 years!",32865,17360,601979,1498.0,121984015.0,17125,2025-01-16,wow a lot has happened in 21 years,0.5859,0.8118422519655424,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
106,1879948518984675779,Haha sick burn 🤣🤣,3478,1796,62962,125.0,14609308.0,1006,2025-01-16,haha sick burn,-0.0772,0.2799371718103076,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
107,1879945057891152310,Earth sure owes Earth a lot of money 😂,8974,10133,62505,1048.0,17035261.0,3762,2025-01-16,earth sure owes earth a lot of money,0.3182,0.5624150955722709,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
108,1879944789359227289,Much appreciated!,9563,3829,191721,635.0,65346426.0,2018,2025-01-16,much appreciated,0.5106,0.7244523677478056,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
109,1879938111406501947,"This is a step in the right direction, but the results will speak for themselves",11920,8901,66831,582.0,9097968.0,1062,2025-01-16,this is a step in the right direction but the results will speak for themselves,0.0,0.3416327696603199,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
110,1879937966019342663,Platform manipulation that degrades the experience for other users is not ok,2299,2294,15384,229.0,12109844.0,407,2025-01-16,platform manipulation that degrades the experience for other users is not ok,-0.7342,-0.216526469259595,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
111,1879934826238853536,Very sensible words from Scott Bessent,15411,2062,78828,213.0,11883345.0,1438,2025-01-16,very sensible words from scott bessent,0.0,0.3443236114698593,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
112,1879931240201252875,The full truth is horrific,36090,3965,154462,498.0,21909775.0,2750,2025-01-16,the full truth is horrific,-0.4767,0.0317351065638573,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
113,1879924255930081392,Unconscionable that 145 elected representatives voted AGAINST deporting illegal migrant rapists!,68156,26257,295103,3704.0,36782003.0,7038,2025-01-16,unconscionable that 145 elected representatives voted against deporting illegal migrant rapists,-0.836,-0.1987361877870833,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
114,1879923478125818020,Every Starship launch is one more step towards Mars,8166,5729,69743,420.0,8976586.0,797,2025-01-16,every starship launch is one more step towards mars,0.0,0.3401782263667132,-2.2834029453221474,423.489990234375,1736985600000000000,-18646.44144617358
